,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16
1202,29/04/2004,20.00.00,"4,3",1524.0,435.0,"19,2",1275.0,245.0,608.0,122.0,2046.0,1740.0,"18,6","57,6","1,2233",,
698,08/04/2004,20.00.00,"4,3",1319.0,544.0,"15,8",1172.0,232.0,746.0,136.0,1699.0,1425.0,"15,8","39,8","0,7096",,
1662,19/05/2004,00.00.00,"1,2",1069.0,-200.0,"7,7",887.0,70.0,859.0,84.0,1542.0,1041.0,"19,3","43,0","0,9535",,
3869,18/08/2004,23.00.00,"1,4",1055.0,-200.0,"6,4",831.0,72.0,769.0,53.0,1686.0,827.0,"28,0","52,9","1,9640",,
97,14/03/2004,19.00.00,"4,6",1808.0,262.0,"20,6",1312.0,261.0,753.0,157.0,1993.0,1698.0,"18,4","41,7","0,8732",,
1395,07/05/2004,21.00.00,2,1041.0,-200.0,"8,0",898.0,130.0,922.0,97.0,1595.0,891.0,"13,4","65,2","0,9996",,
2942,11/07/2004,08.00.00,"0,3",850.0,-200.0,"3,1",659.0,32.0,1077.0,38.0,1402.0,557.0,"23,5","44,0","1,2596",,
298,23/03/2004,04.00.00,-200,855.0,25.0,"0,8",478.0,20.0,1701.0,31.0,1261.0,401.0,"10,1","76,8","0,9483",,
1475,11/05/2004,05.00.00,"0,6",866.0,-200.0,"3,6",686.0,55.0,1135.0,48.0,1405.0,741.0,"12,0","68,0","0,9547",,
2254,12/06/2004,16.00.00,"1,4",1082.0,-200.0,"9,0",939.0,76.0,869.0,84.0,1678.0,818.0,"36,4","21,0","1,2515",,
973,20/04/2004,07.00.00,-200,1430.0,-200.0,"20,7",1316.0,-200.0,638.0,-200.0,2069.0,1382.0,"11,0","77,4","1,0135",,
2513,23/06/2004,11.00.00,"2,3",1091.0,-200.0,"13,0",1082.0,210.0,746.0,119.0,1790.0,1221.0,"32,2","25,1","1,1890",,
448,29/03/2004,10.00.00,"1,5",975.0,97.0,"5,6",793.0,119.0,1133.0,97.0,1254.0,637.0,"13,9","33,2","0,5222",,
728,10/04/2004,02.00.00,"1,7",1074.0,102.0,"6,4",832.0,101.0,951.0,75.0,1507.0,980.0,"11,4","69,8","0,9390",,
1918,29/05/2004,16.00.00,"0,6",865.0,-200.0,"5,1",767.0,76.0,1279.0,75.0,1369.0,559.0,"23,8","29,2","0,8499",,
2183,09/06/2004,17.00.00,"3,5",1287.0,-200.0,"21,6",1340.0,230.0,699.0,194.0,2008.0,1267.0,"39,6","16,7","1,1867",,
3084,17/07/2004,06.00.00,"0,7",865.0,-200.0,"5,0",764.0,51.0,917.0,63.0,1430.0,826.0,"21,3","46,5","1,1608",,
1720,21/05/2004,10.00.00,"2,8",1329.0,-200.0,"17,1",1214.0,216.0,700.0,148.0,1845.0,1581.0,"26,5","27,0","0,9217",,
1217,30/04/2004,11.00.00,"2,6",1332.0,166.0,"12,9",1082.0,215.0,707.0,109.0,1889.0,1242.0,"16,0","78,5","1,4209",,
2139,07/06/2004,21.00.00,2,1004.0,-200.0,"10,9",1011.0,108.0,867.0,116.0,1754.0,893.0,"24,6","41,9","1,2752",,
421,28/03/2004,07.00.00,"1,4",995.0,72.0,"3,6",691.0,91.0,1219.0,69.0,1321.0,836.0,"7,4","68,0","0,7043",,
1794,24/05/2004,12.00.00,"1,2",871.0,-200.0,"6,8",848.0,100.0,1139.0,83.0,1208.0,579.0,"22,8","16,1","0,4404",,
990,21/04/2004,00.00.00,-200,911.0,-200.0,"4,5",740.0,-200.0,1071.0,-200.0,1412.0,756.0,"14,2","56,7","0,9111",,
2873,08/07/2004,11.00.00,"3,2",1396.0,-200.0,"20,3",1306.0,361.0,587.0,189.0,1934.0,1886.0,"33,4","26,8","1,3586",,
3879,19/08/2004,09.00.00,1,1012.0,-200.0,"6,3",824.0,31.0,803.0,39.0,1612.0,710.0,"31,0","42,9","1,8909",,
2102,06/06/2004,08.00.00,"1,2",877.0,-200.0,"5,9",808.0,73.0,1011.0,70.0,1614.0,723.0,"20,4","55,8","1,3196",,
1401,08/05/2004,03.00.00,-200,767.0,-200.0,"1,5",547.0,-200.0,1482.0,-200.0,1239.0,375.0,"14,3","51,7","0,8412",,
1030,22/04/2004,16.00.00,-200,1224.0,-200.0,"19,1",1270.0,-200.0,806.0,-200.0,1739.0,1113.0,"31,3","16,2","0,7262",,
878,16/04/2004,08.00.00,"4,1",1406.0,546.0,"18,7",1258.0,279.0,636.0,116.0,1890.0,1495.0,"13,8","61,1","0,9595",,
2981,12/07/2004,23.00.00,"1,6",898.0,-200.0,"7,1",863.0,118.0,911.0,101.0,1493.0,777.0,"20,9","39,4","0,9596",,
1275,02/05/2004,21.00.00,"2,2",1212.0,-200.0,"9,7",966.0,152.0,840.0,100.0,1691.0,1043.0,"19,4","52,1","1,1642",,
2223,11/06/2004,09.00.00,4,1250.0,-200.0,"21,5",1336.0,298.0,632.0,148.0,2104.0,1506.0,"25,6","35,8","1,1548",,
3235,23/07/2004,13.00.00,"2,1",1125.0,-200.0,"14,6",1137.0,143.0,691.0,135.0,1696.0,1094.0,"42,2","14,6","1,1920",,
665,07/04/2004,11.00.00,"1,5",1016.0,110.0,"6,6",839.0,119.0,991.0,97.0,1448.0,790.0,"16,6","44,3","0,8294",,
963,19/04/2004,21.00.00,-200,930.0,-200.0,"4,6",745.0,-200.0,1085.0,-200.0,1391.0,712.0,"10,8","68,2","0,8806",,
2089,05/06/2004,19.00.00,"2,4",1157.0,-200.0,"16,1",1183.0,133.0,738.0,111.0,1970.0,1079.0,"26,6","37,9","1,2994",,
2270,13/06/2004,08.00.00,"0,4",767.0,-200.0,"1,2",520.0,30.0,1526.0,42.0,1287.0,377.0,"20,5","46,8","1,1152",,
659,07/04/2004,05.00.00,"0,3",824.0,32.0,"0,8",478.0,22.0,1705.0,32.0,1200.0,331.0,"15,3","50,1","0,8617",,
1276,02/05/2004,22.00.00,"2,3",1137.0,-200.0,"10,2",985.0,171.0,858.0,118.0,1607.0,1045.0,"19,4","42,6","0,9485",,
596,04/04/2004,14.00.00,-200,1136.0,-200.0,"5,6",792.0,-200.0,1057.0,-200.0,1476.0,536.0,"25,8","31,1","1,0143",,
3205,22/07/2004,07.00.00,"4,4",1518.0,-200.0,"26,9",1476.0,306.0,469.0,127.0,2388.0,1839.0,"24,7","50,9","1,5593",,
3598,07/08/2004,16.00.00,1,886.0,-200.0,"5,8",803.0,51.0,939.0,68.0,1460.0,538.0,"38,5","21,8","1,4653",,
1969,31/05/2004,19.00.00,"2,4",1124.0,-200.0,"16,6",1199.0,156.0,794.0,116.0,1858.0,1101.0,"24,5","37,7","1,1454",,
2618,27/06/2004,20.00.00,2,1095.0,-200.0,"10,5",996.0,111.0,799.0,120.0,1695.0,934.0,"32,7","27,7","1,3439",,
2389,18/06/2004,07.00.00,"2,2",1123.0,-200.0,"14,5",1134.0,169.0,711.0,92.0,1922.0,1170.0,"20,8","52,6","1,2758",,
3329,27/07/2004,11.00.00,-200,981.0,-200.0,"8,5",918.0,126.0,839.0,108.0,1572.0,785.0,"31,2","26,6","1,1920",,
2435,20/06/2004,05.00.00,1,-200.0,-200.0,"-200,0",-200.0,40.0,-200.0,60.0,-200.0,-200.0,-200,-200,-200,,
2891,09/07/2004,05.00.00,"0,6",932.0,-200.0,"3,9",707.0,58.0,1011.0,61.0,1509.0,554.0,"26,6","42,8","1,4713",,
3727,13/08/2004,01.00.00,"1,1",968.0,-200.0,"5,6",794.0,39.0,836.0,48.0,1688.0,654.0,"27,2","59,3","2,1059",,
3271,25/07/2004,01.00.00,"0,9",965.0,-200.0,"3,7",692.0,45.0,927.0,52.0,1549.0,653.0,"23,8","63,5","1,8495",,
1926,30/05/2004,00.00.00,"2,7",1035.0,-200.0,"13,8",1110.0,148.0,907.0,125.0,1652.0,1044.0,"18,5","39,4","0,8320",,
1408,08/05/2004,10.00.00,-200,1084.0,-200.0,"6,9",852.0,-200.0,910.0,-200.0,1575.0,959.0,"14,7","63,1","1,0488",,
1932,30/05/2004,06.00.00,"0,1",781.0,-200.0,"2,9",645.0,32.0,1295.0,45.0,1320.0,575.0,"17,3","47,6","0,9295",,
1683,19/05/2004,21.00.00,2,1197.0,-200.0,"9,3",950.0,110.0,823.0,118.0,1592.0,918.0,"20,8","41,8","1,0155",,
3138,19/07/2004,12.00.00,-200,1173.0,-200.0,"14,3",1127.0,176.0,709.0,159.0,1678.0,1194.0,"39,1","16,0","1,1100",,
3312,26/07/2004,18.00.00,-200,1163.0,-200.0,"17,6",1227.0,144.0,659.0,129.0,1931.0,1129.0,"33,0","28,2","1,3921",,
3613,08/08/2004,07.00.00,"0,6",835.0,-200.0,"2,8",638.0,31.0,1024.0,38.0,1506.0,655.0,"24,3","58,4","1,7508",,
1112,26/04/2004,02.00.00,"0,4",803.0,36.0,"1,3",527.0,17.0,1513.0,25.0,1152.0,369.0,"14,1","45,3","0,7247",,
3939,21/08/2004,21.00.00,-200,885.0,-200.0,"5,6",791.0,-200.0,941.0,-200.0,1425.0,706.0,"24,3","41,6","1,2467",,
2959,12/07/2004,01.00.00,"0,8",903.0,-200.0,"5,7",800.0,50.0,911.0,68.0,1478.0,751.0,"20,7","46,4","1,1198",,
1960,31/05/2004,10.00.00,"1,6",1111.0,-200.0,"14,1",1120.0,161.0,839.0,121.0,1790.0,1141.0,"25,6","33,3","1,0773",,
899,17/04/2004,05.00.00,-200,982.0,-200.0,"4,2",724.0,-200.0,1055.0,-200.0,1508.0,774.0,"12,8","80,0","1,1761",,
2604,27/06/2004,06.00.00,"0,6",833.0,-200.0,"2,8",641.0,30.0,1088.0,44.0,1496.0,717.0,"23,5","51,2","1,4634",,
341,24/03/2004,23.00.00,"1,3",973.0,79.0,"4,5",739.0,81.0,1186.0,87.0,1354.0,589.0,"10,4","61,1","0,7717",,
2754,03/07/2004,12.00.00,"1,5",977.0,-200.0,"9,9",973.0,99.0,865.0,94.0,1550.0,712.0,"36,3","16,0","0,9465",,
1605,16/05/2004,15.00.00,"1,2",1117.0,-200.0,"7,1",862.0,54.0,995.0,64.0,1476.0,530.0,"31,5","21,9","0,9970",,
2438,20/06/2004,08.00.00,1,-200.0,-200.0,"-200,0",-200.0,59.0,-200.0,66.0,-200.0,-200.0,-200,-200,-200,,
842,14/04/2004,20.00.00,-200,1425.0,-200.0,"18,1",1242.0,-200.0,675.0,-200.0,1858.0,1486.0,"16,5","42,1","0,7856",,
1718,21/05/2004,08.00.00,"4,8",1522.0,-200.0,"28,2",1509.0,303.0,543.0,126.0,2275.0,1828.0,"18,2","46,2","0,9575",,
3669,10/08/2004,15.00.00,"1,1",1013.0,-200.0,"7,2",864.0,59.0,819.0,75.0,1544.0,644.0,"40,5","23,3","1,7416",,
416,28/03/2004,02.00.00,"1,7",1135.0,95.0,"6,3",827.0,87.0,1013.0,79.0,1395.0,1070.0,"9,3","62,2","0,7294",,
1081,24/04/2004,19.00.00,"3,5",1567.0,467.0,"19,4",1280.0,177.0,661.0,134.0,1970.0,1476.0,"23,4","39,7","1,1276",,
3640,09/08/2004,10.00.00,"1,4",1044.0,-200.0,"9,8",970.0,54.0,715.0,39.0,1751.0,1068.0,"31,8","38,9","1,8005",,
3333,27/07/2004,15.00.00,-200,883.0,-200.0,"6,2",820.0,93.0,942.0,82.0,1413.0,594.0,"32,6","22,5","1,0901",,
3189,21/07/2004,15.00.00,-200,1109.0,-200.0,"10,3",989.0,98.0,778.0,107.0,1537.0,819.0,"42,0","14,2","1,1517",,
1688,20/05/2004,02.00.00,"0,5",956.0,-200.0,"3,1",661.0,38.0,1043.0,59.0,1398.0,701.0,"18,4","51,7","1,0819",,
260,21/03/2004,14.00.00,"1,3",1128.0,-200.0,"4,6",742.0,48.0,1144.0,48.0,1507.0,610.0,"21,4","40,3","1,0126",,
586,04/04/2004,04.00.00,-200,1028.0,-200.0,"3,5",682.0,-200.0,1090.0,-200.0,1448.0,697.0,"14,3","65,3","1,0594",,
3906,20/08/2004,12.00.00,-200,1004.0,-200.0,"7,3",868.0,-200.0,772.0,-200.0,1632.0,763.0,"35,7","31,4","1,8025",,
3725,12/08/2004,23.00.00,"1,6",1080.0,-200.0,"8,5",920.0,60.0,739.0,67.0,1761.0,772.0,"27,8","57,4","2,1107",,
3142,19/07/2004,16.00.00,-200,1100.0,-200.0,"11,0",1014.0,108.0,761.0,126.0,1533.0,959.0,"40,5","14,9","1,1140",,
3772,14/08/2004,22.00.00,1,935.0,-200.0,"5,2",774.0,43.0,825.0,53.0,1562.0,687.0,"27,1","48,2","1,7075",,
3407,30/07/2004,17.00.00,-200,1118.0,-200.0,"13,0",1084.0,104.0,684.0,127.0,1723.0,838.0,"38,2","21,8","1,4312",,
1138,27/04/2004,04.00.00,-200,909.0,41.0,"2,5",617.0,34.0,1236.0,49.0,1302.0,558.0,"14,7","49,9","0,8280",,
1778,23/05/2004,20.00.00,"0,9",1066.0,-200.0,"5,5",787.0,57.0,986.0,56.0,1552.0,689.0,"23,9","40,4","1,1787",,
2612,27/06/2004,14.00.00,"0,7",841.0,-200.0,"4,0",712.0,38.0,1175.0,50.0,1339.0,476.0,"41,3","12,8","0,9933",,
949,19/04/2004,07.00.00,-200,1399.0,-200.0,"16,5",1195.0,-200.0,680.0,-200.0,1976.0,1308.0,"15,4","64,2","1,1123",,
3693,11/08/2004,15.00.00,1,967.0,-200.0,"4,5",740.0,50.0,926.0,50.0,1526.0,557.0,"38,8","25,4","1,7282",,
2865,08/07/2004,03.00.00,"0,5",919.0,-200.0,"4,2",723.0,-200.0,910.0,-200.0,1443.0,992.0,"26,8","35,3","1,2243",,
3533,04/08/2004,23.00.00,-200,939.0,-200.0,"4,6",743.0,-200.0,894.0,-200.0,1539.0,675.0,"26,1","49,4","1,6491",,
871,16/04/2004,01.00.00,"1,9",1189.0,110.0,"6,7",844.0,96.0,887.0,93.0,1566.0,1049.0,"13,4","69,6","1,0688",,
2974,12/07/2004,16.00.00,"1,6",942.0,-200.0,"8,3",912.0,144.0,842.0,106.0,1551.0,814.0,"24,8","33,1","1,0222",,
450,29/03/2004,12.00.00,"1,4",971.0,91.0,"5,5",786.0,92.0,1129.0,78.0,1272.0,546.0,"16,5","29,0","0,5406",,
1953,31/05/2004,03.00.00,-200,738.0,-200.0,"1,4",539.0,-200.0,1421.0,-200.0,1257.0,477.0,"18,9","45,0","0,9703",,
1939,30/05/2004,13.00.00,"0,1",771.0,-200.0,"2,6",626.0,34.0,1502.0,41.0,1210.0,430.0,"29,1","19,6","0,7771",,
972,20/04/2004,06.00.00,-200,1070.0,-200.0,"7,6",883.0,-200.0,942.0,-200.0,1625.0,925.0,"10,3","79,4","0,9927",,
1238,01/05/2004,08.00.00,"1,5",1049.0,-200.0,"6,5",836.0,79.0,926.0,73.0,1615.0,901.0,"17,7","62,0","1,2458",,
2097,06/06/2004,03.00.00,"1,1",922.0,-200.0,"7,0",859.0,-200.0,871.0,-200.0,1739.0,728.0,"17,6","78,6","1,5722",,
2630,28/06/2004,08.00.00,"5,6",1441.0,-200.0,"32,4",1606.0,348.0,503.0,159.0,2568.0,1786.0,"25,5","43,1","1,3891",,
3985,23/08/2004,19.00.00,"1,6",962.0,-200.0,"7,8",891.0,53.0,813.0,73.0,1442.0,634.0,"30,8","26,5","1,1603",,
3413,30/07/2004,23.00.00,-200,1052.0,-200.0,"10,7",1002.0,81.0,716.0,85.0,1667.0,908.0,"27,0","41,6","1,4596",,
1713,21/05/2004,03.00.00,"0,3",889.0,-200.0,"2,7",633.0,-200.0,1123.0,-200.0,1344.0,683.0,"16,3","51,6","0,9461",,
191,18/03/2004,17.00.00,"2,7",1409.0,-200.0,"14,5",1131.0,166.0,873.0,149.0,1689.0,1206.0,"25,8","23,9","0,7832",,
731,10/04/2004,05.00.00,1,970.0,89.0,"4,0",708.0,81.0,1121.0,55.0,1435.0,842.0,"10,2","73,4","0,9129",,
2722,02/07/2004,04.00.00,-200,874.0,-200.0,"3,3",668.0,37.0,1043.0,54.0,1513.0,737.0,"25,3","47,2","1,5025",,
715,09/04/2004,13.00.00,"4,3",-200.0,512.0,"-200,0",-200.0,253.0,-200.0,135.0,-200.0,-200.0,-200,-200,-200,,
3711,12/08/2004,09.00.00,"1,9",1126.0,-200.0,"9,5",957.0,122.0,694.0,71.0,1841.0,1034.0,"29,4","53,1","2,1362",,
2061,04/06/2004,15.00.00,-200,993.0,-200.0,"10,2",985.0,-200.0,950.0,-200.0,1680.0,790.0,"25,8","32,6","1,0720",,
2243,12/06/2004,05.00.00,"0,9",918.0,-200.0,"6,0",810.0,87.0,936.0,78.0,1524.0,939.0,"18,8","46,6","1,0027",,
3368,29/07/2004,02.00.00,-200,797.0,-200.0,"2,6",624.0,18.0,1074.0,33.0,1276.0,546.0,"25,7","30,9","1,0048",,
208,19/03/2004,10.00.00,4,1427.0,-200.0,"19,2",1275.0,253.0,701.0,149.0,1980.0,1398.0,"13,9","57,1","0,9032",,
2013,02/06/2004,15.00.00,-200,977.0,-200.0,"6,8",850.0,46.0,1035.0,37.0,1645.0,701.0,"31,8","31,0","1,4286",,
1432,09/05/2004,10.00.00,-200,977.0,-200.0,"4,5",737.0,-200.0,1025.0,-200.0,1450.0,686.0,"17,8","49,5","0,9986",,
239,20/03/2004,17.00.00,"2,1",1392.0,-200.0,"9,7",967.0,119.0,930.0,94.0,1649.0,941.0,"19,1","43,8","0,9556",,
1789,24/05/2004,07.00.00,"1,6",1002.0,-200.0,"7,8",893.0,165.0,1010.0,111.0,1394.0,775.0,"17,5","30,9","0,6111",,
553,02/04/2004,19.00.00,"4,7",1620.0,710.0,"24,1",1407.0,215.0,641.0,154.0,2052.0,1567.0,"21,2","40,1","0,9978",,
2802,05/07/2004,12.00.00,"2,2",1076.0,-200.0,"12,2",1057.0,189.0,778.0,140.0,1633.0,1076.0,"36,2","18,0","1,0636",,
1587,15/05/2004,21.00.00,"2,2",1101.0,-200.0,"10,2",986.0,163.0,852.0,124.0,1574.0,1100.0,"20,9","33,2","0,8098",,
2883,08/07/2004,21.00.00,"2,9",1268.0,-200.0,"16,9",1206.0,201.0,648.0,137.0,1900.0,1434.0,"32,2","27,6","1,3044",,
2186,09/06/2004,20.00.00,"3,4",1234.0,-200.0,"18,6",1257.0,212.0,695.0,162.0,2019.0,1349.0,"30,7","32,2","1,3983",,
738,10/04/2004,12.00.00,"1,8",1032.0,166.0,"7,8",892.0,101.0,973.0,87.0,1457.0,756.0,"20,6","30,0","0,7213",,
2242,12/06/2004,04.00.00,"0,5",853.0,-200.0,"4,1",716.0,45.0,1047.0,58.0,1414.0,707.0,"20,8","40,2","0,9725",,
1653,18/05/2004,15.00.00,"2,3",1208.0,-200.0,"13,8",1111.0,133.0,783.0,127.0,1653.0,1018.0,"32,2","18,9","0,8964",,
503,31/03/2004,17.00.00,"2,4",1253.0,263.0,"11,3",1026.0,128.0,810.0,103.0,1681.0,1048.0,"15,2","52,9","0,9087",,
3837,17/08/2004,15.00.00,-200,997.0,-200.0,"5,9",808.0,-200.0,870.0,-200.0,1447.0,662.0,"38,8","19,1","1,3035",,
1848,26/05/2004,18.00.00,-200,1131.0,-200.0,"22,6",1368.0,-200.0,933.0,-200.0,1707.0,1284.0,"28,6","18,7","0,7216",,
1853,26/05/2004,23.00.00,-200,1101.0,-200.0,"13,3",1093.0,-200.0,1012.0,-200.0,1564.0,1155.0,"21,1","30,9","0,7617",,
32,12/03/2004,02.00.00,"1,4",988.0,40.0,"4,1",718.0,82.0,1396.0,91.0,1304.0,692.0,"7,1","61,8","0,6276",,
1349,05/05/2004,23.00.00,"1,5",969.0,-200.0,"4,9",760.0,81.0,1059.0,83.0,1518.0,560.0,"12,0","79,8","1,1175",,
3520,04/08/2004,10.00.00,-200,1062.0,-200.0,"8,2",909.0,-200.0,764.0,-200.0,1687.0,867.0,"33,0","35,4","1,7504",,
2482,22/06/2004,04.00.00,"0,2",719.0,-200.0,"1,2",522.0,24.0,1385.0,40.0,1343.0,509.0,"19,8","50,3","1,1444",,
1113,26/04/2004,03.00.00,"0,3",775.0,26.0,"0,8",477.0,-200.0,1722.0,-200.0,1115.0,335.0,"14,0","44,3","0,7038",,
507,31/03/2004,21.00.00,"1,5",1060.0,109.0,"5,5",787.0,81.0,1044.0,91.0,1418.0,833.0,"12,6","57,0","0,8315",,
1187,29/04/2004,05.00.00,"0,8",959.0,64.0,"4,4",734.0,76.0,1038.0,57.0,1470.0,861.0,"13,3","67,0","1,0203",,
2930,10/07/2004,20.00.00,"1,3",970.0,-200.0,"8,0",900.0,70.0,856.0,77.0,1559.0,647.0,"26,1","33,7","1,1228",,
2247,12/06/2004,09.00.00,"1,9",1123.0,-200.0,"13,1",1088.0,157.0,746.0,92.0,1789.0,1191.0,"24,0","36,6","1,0772",,
1183,29/04/2004,01.00.00,1,1042.0,84.0,"5,2",772.0,51.0,923.0,61.0,1495.0,968.0,"16,8","59,5","1,1269",,
3858,18/08/2004,12.00.00,-200,1029.0,-200.0,"5,6",791.0,-200.0,855.0,-200.0,1567.0,651.0,"33,3","33,1","1,6642",,
1708,20/05/2004,22.00.00,"2,6",1269.0,-200.0,"12,8",1077.0,163.0,773.0,137.0,1706.0,1250.0,"20,7","38,0","0,9149",,
1473,11/05/2004,03.00.00,"0,2",799.0,-200.0,"1,6",555.0,-200.0,1327.0,-200.0,1320.0,643.0,"12,8","66,0","0,9690",,
2640,28/06/2004,18.00.00,"3,4",1255.0,-200.0,"19,5",1283.0,203.0,640.0,160.0,2023.0,1232.0,"37,0","21,9","1,3503",,
1377,07/05/2004,03.00.00,"0,6",826.0,-200.0,"2,4",616.0,-200.0,1227.0,-200.0,1384.0,575.0,"13,9","67,7","1,0712",,
3135,19/07/2004,09.00.00,"2,5",1282.0,-200.0,"17,7",1230.0,263.0,594.0,145.0,1924.0,1696.0,"27,1","34,9","1,2310",,
1671,19/05/2004,09.00.00,"4,6",1475.0,-200.0,"22,0",1351.0,294.0,625.0,165.0,2006.0,1696.0,"21,0","41,1","1,0104",,
3539,05/08/2004,05.00.00,-200,957.0,-200.0,"3,9",705.0,-200.0,857.0,-200.0,1578.0,843.0,"22,8","63,7","1,7392",,
2905,09/07/2004,19.00.00,"2,8",1097.0,-200.0,"16,6",1199.0,190.0,699.0,158.0,1738.0,1006.0,"28,3","24,9","0,9412",,
2288,14/06/2004,02.00.00,"0,3",716.0,-200.0,"0,7",461.0,9.0,1795.0,16.0,1235.0,350.0,"19,5","46,3","1,0363",,
786,12/04/2004,12.00.00,"1,1",1004.0,64.0,"2,8",641.0,85.0,1201.0,71.0,1305.0,557.0,"12,1","60,5","0,8505",,
779,12/04/2004,05.00.00,"0,3",785.0,14.0,"0,5",448.0,16.0,1923.0,26.0,1003.0,263.0,"13,5","37,9","0,5852",,
1964,31/05/2004,14.00.00,"1,3",1071.0,-200.0,"13,8",1110.0,124.0,864.0,121.0,1733.0,847.0,"30,5","26,2","1,1278",,
1764,23/05/2004,06.00.00,"0,4",886.0,-200.0,"2,2",598.0,41.0,1257.0,53.0,1374.0,506.0,"17,9","52,4","1,0655",,
1028,22/04/2004,14.00.00,-200,1087.0,-200.0,"12,2",1055.0,-200.0,908.0,-200.0,1562.0,818.0,"28,0","21,0","0,7814",,
262,21/03/2004,16.00.00,"1,9",1208.0,-200.0,"6,9",853.0,98.0,1060.0,89.0,1506.0,647.0,"20,3","38,0","0,8942",,
388,26/03/2004,22.00.00,"1,2",953.0,66.0,"4,6",743.0,79.0,1185.0,85.0,1252.0,690.0,"9,7","50,4","0,6063",,
3827,17/08/2004,05.00.00,"0,4",828.0,-200.0,"2,5",618.0,23.0,1039.0,25.0,1354.0,560.0,"23,6","49,2","1,4153",,
1583,15/05/2004,17.00.00,"1,7",1026.0,-200.0,"8,5",920.0,104.0,1037.0,97.0,1455.0,746.0,"26,0","22,7","0,7532",,
2721,02/07/2004,03.00.00,"0,8",873.0,-200.0,"3,4",679.0,-200.0,1010.0,-200.0,1501.0,713.0,"26,6","43,0","1,4773",,
3718,12/08/2004,16.00.00,"1,1",942.0,-200.0,"5,7",800.0,52.0,877.0,69.0,1567.0,581.0,"38,1","26,3","1,7252",,
272,22/03/2004,02.00.00,"0,6",897.0,-200.0,"1,7",563.0,23.0,1417.0,33.0,1355.0,472.0,"16,3","57,0","1,0491",,
3069,16/07/2004,15.00.00,"1,6",986.0,-200.0,"8,9",937.0,114.0,833.0,120.0,1473.0,806.0,"38,0","15,5","1,0119",,
211,19/03/2004,13.00.00,3,1304.0,-200.0,"15,3",1157.0,176.0,793.0,122.0,1801.0,1171.0,"16,1","47,6","0,8655",,
1965,31/05/2004,15.00.00,"1,2",1006.0,-200.0,"12,1",1054.0,115.0,921.0,111.0,1636.0,769.0,"30,7","23,4","1,0150",,
1385,07/05/2004,11.00.00,"1,3",844.0,-200.0,"6,3",825.0,90.0,1027.0,101.0,1405.0,536.0,"19,7","33,7","0,7646",,
1448,10/05/2004,02.00.00,-200,815.0,-200.0,"1,8",569.0,-200.0,1361.0,-200.0,1344.0,534.0,"14,4","60,1","0,9797",,
502,31/03/2004,16.00.00,"2,3",1224.0,278.0,"10,1",980.0,152.0,850.0,111.0,1637.0,1055.0,"15,7","50,9","0,8997",,
244,20/03/2004,22.00.00,"2,3",1323.0,-200.0,"9,9",973.0,147.0,864.0,111.0,1712.0,1125.0,"16,2","55,4","1,0132",,
3120,18/07/2004,18.00.00,"0,4",982.0,-200.0,"5,3",780.0,39.0,974.0,54.0,1374.0,532.0,"37,6","16,4","1,0458",,
50,12/03/2004,20.00.00,"6,6",1843.0,488.0,"32,6",1610.0,340.0,624.0,170.0,2390.0,1887.0,"12,9","50,5","0,7478",,
2976,12/07/2004,18.00.00,"3,3",1086.0,-200.0,"15,3",1159.0,207.0,686.0,119.0,1782.0,1060.0,"23,6","35,5","1,0187",,
3004,13/07/2004,22.00.00,"2,4",981.0,-200.0,"12,1",1054.0,176.0,768.0,120.0,1592.0,1135.0,"25,2","28,6","0,9008",,
1184,29/04/2004,02.00.00,"0,6",926.0,60.0,"2,8",639.0,34.0,1115.0,54.0,1409.0,814.0,"15,9","60,1","1,0806",,
360,25/03/2004,18.00.00,"2,9",1240.0,374.0,"14,6",1137.0,158.0,836.0,103.0,1748.0,991.0,"14,9","40,5","0,6835",,
2726,02/07/2004,08.00.00,"4,9",1529.0,-200.0,"29,0",1526.0,300.0,476.0,149.0,2559.0,1763.0,"27,4","45,5","1,6396",,
2677,30/06/2004,07.00.00,"2,2",1225.0,-200.0,"15,2",1155.0,178.0,643.0,106.0,1992.0,1338.0,"27,3","46,4","1,6542",,
3215,22/07/2004,17.00.00,"2,8",1261.0,-200.0,"18,6",1258.0,179.0,629.0,170.0,1813.0,1315.0,"43,4","14,8","1,2882",,
9,11/03/2004,03.00.00,"0,6",1010.0,19.0,"1,7",561.0,-200.0,1705.0,-200.0,1235.0,501.0,"10,3","60,2","0,7517",,
998,21/04/2004,08.00.00,-200,1726.0,-200.0,"40,3",1776.0,-200.0,478.0,-200.0,2684.0,1940.0,"14,0","58,2","0,9271",,
1575,15/05/2004,09.00.00,"2,8",1249.0,-200.0,"15,8",1174.0,193.0,712.0,117.0,1774.0,1486.0,"20,3","37,4","0,8807",,
3328,27/07/2004,10.00.00,-200,999.0,-200.0,"9,3",953.0,143.0,780.0,109.0,1600.0,879.0,"29,3","31,0","1,2445",,
396,27/03/2004,06.00.00,"0,9",935.0,25.0,"2,4",615.0,54.0,1373.0,59.0,1250.0,717.0,"6,3","66,6","0,6410",,
